company,title,salary,location,industry,detail_url,hiring_org_url
株式会社UPSIDER,Backend Engineer （認証基盤開発）【正社員 / Card / Tech】案件｜Go言語,現在年収考慮,フルリモート（出社日時の指定なし） or 東京オフィス（六本木SENQ・KDX飯田橋ビル）,ソフトウェア・情報処理 金融（その他）,https://se-navi.jp/jobs/4013,https://up-sider.com/?m=listing_gb_01_00001&amp;utm_source=google&amp;utm_medium=cpc&amp;utm_campaign=brand&amp;utm_term=upsider&amp;argument=dvTTXsRA&amp;dmai=a65b20fa384d77&amp;gad_source=1&amp;gclid=EAIaIQobChMI9oLTgYfIhQMVOSR7Bx2OBgecEAAYASAAEgLCivD_BwE
新光商事ＬＳＩデザインセンター株式会社,【兵庫】【情報セキュリティ・情報システム】親会社上場/フルフレックス/私服勤務/在宅勤務可/月残業10h以下/20期連続黒字/UIターン歓迎案件｜AWS 年収 450万円 ～,450 万円 〜,神戸市中央区中町通2丁目1番18号 JR神戸駅NKビル 5Ｆ,ソフトウェア・情報処理,https://se-navi.jp/jobs/9166,https://www.sld-shinko.co.jp/
FPTコンサルティングジャパン株式会社,【東京・名古屋・大阪】ソーシング戦略コンサルタント案件｜ 年収 400万円 ～,400 万円 〜,,ソフトウェア・情報処理 コンサルティングファーム,https://se-navi.jp/jobs/3967,https://fptsoftware.jp/about-us/fpt-japan
FPTニアショアジャパン株式会社,【福岡】プロジェクトマネージャー案件｜Java 年収 650万円 ～,650 万円 〜,福岡県,SIer ソフトウェア・情報処理,https://se-navi.jp/jobs/2825,https://www.fpt-software.jp/fpt-okinawa/
FPTソフトウェアジャパン株式会社,【東京・名古屋・大阪】プロジェクトマネージャー案件｜ 年収 700万円 ～,700 万円 〜,,SIer,https://se-navi.jp/jobs/1862,https://www.fpt-software.jp/fpt_software_japan/
株式会社サーバーワークス,全国フルリモートOK【クラウドエンジニア】「設計構築」担当メンバーとして様々なプロジェクトへ参画！案件｜ 年収 ～ 680万円,460 万円 〜 680 万円,全国フルリモートOK,SIer,https://se-navi.jp/jobs/2410,https://www.serverworks.co.jp/
西日本電信電話株式会社（NTT西日本）,【大阪】「生成AIサービス」開発リーダー（SMC-33）案件｜ 年収 779万円 ～,779 万円 〜,大阪府,インターネット・通信,https://se-navi.jp/jobs/3249,https://www.ntt-west.co.jp/
ＦＰＴジャパンホールディングス株式会社,【名古屋】製造業向けITシニア営業案件｜ 年収 800万円 ～,800 万円 〜,愛知県 名古屋市西区牛島町６−１名古屋ルーセントタワー 11F,SIer,https://se-navi.jp/jobs/2451,https://www.fpt-software.jp/company-information/fpt-japan/
ポールトゥウィン株式会社,【インフラ構築支援事業】インフラエンジニア（中級～上級）案件｜SQL 年収 400万円 ～,400 万円 〜,※ほぼフルリモートのような働き方が可能ですが、必要に応じて拠点に出社いただくことがございます。,SIer,https://se-navi.jp/jobs/5317,https://www.ptw.inc/
PayPayカード株式会社,システム監査担当案件,現在年収考慮,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/36924,https://www.paypay-card.co.jp/company/
PayPayカード株式会社,システムリスク管理担当案件｜ 年収 ～ 1000万円,500 万円 〜 1000 万円,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/1732,https://www.paypay-card.co.jp/company/
PayPayカード株式会社,【リモートワーク可】経営戦略DX推進担当案件｜Tableau,現在年収考慮,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/1496,https://www.paypay-card.co.jp/company/
PayPayカード株式会社,【リモートワーク可】Webシステム開発エンジニア/マネジャー候補（プロダクト開発）案件｜Java,現在年収考慮,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/38338,https://www.paypay-card.co.jp/company/
PayPayカード株式会社,【リモートワーク可】Webシステム開発エンジニア/テックリード候補（プロダクト開発）案件｜Java,現在年収考慮,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/36694,https://www.paypay-card.co.jp/company/
PayPayカード株式会社,【リモートワーク可】Webシステム開発エンジニア（フロントエンド）案件｜Java,現在年収考慮,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/37777,https://www.paypay-card.co.jp/company/
PayPayカード株式会社,【リモートワーク可】Webシステム開発エンジニア（プロダクト開発）案件｜Java,現在年収考慮,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/37772,https://www.paypay-card.co.jp/company/
PayPayカード株式会社,【リモートワーク可】Webシステム開発エンジニア（バックエンド）案件｜Java,現在年収考慮,全国居住可能,ソフトウェア・情報処理 金融（銀行・保険・証券）,https://se-navi.jp/jobs/38424,https://www.paypay-card.co.jp/company/
株式会社Rehab for JAPAN,【Webディレクター】バーティカルSaaSのリードジェネレーションに取り組むマーケティングディレクター案件｜Salesforce,現在年収考慮,千代田区麹町6-6-2 番町麹町ビルディング 5F,ソフトウェア・情報処理,https://se-navi.jp/jobs/2007,https://rehabforjapan.com/
株式会社Rehab for JAPAN,バックエンド※リーダー候補案件｜Java,現在年収考慮,千代田区麹町6-6-2 番町麹町ビルディング 5F,ソフトウェア・情報処理,https://se-navi.jp/jobs/2069,https://rehabforjapan.com/
株式会社IVRy,SRE（リードクラス）案件｜SQL 年収 ～ 1200万円,650 万円 〜 1200 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/7614,https://ivry.jp/
株式会社IVRy,データ基盤エンジニア（リードクラス）案件｜Python 年収 ～ 1200万円,650 万円 〜 1200 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/3035,https://ivry.jp/
株式会社IVRy,サーバーサイドエンジニア（リードクラス）案件｜Java 年収 ～ 1200万円,650 万円 〜 1200 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/3721,https://ivry.jp/
株式会社IVRy,エンジニアリングマネージャー案件｜Ruby 年収 ～ 1200万円,750 万円 〜 1200 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/4397,https://ivry.jp/
株式会社IVRy,アプリエンジニア（リードクラス）案件｜Java 年収 ～ 1200万円,750 万円 〜 1200 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/3833,https://ivry.jp/
株式会社IVRy,フロントエンドエンジニア（リードクラス）案件｜JavaScript 年収 ～ 1200万円,650 万円 〜 1200 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/6489,https://ivry.jp/
株式会社IVRy,QAエンジニア（リードクラス）案件｜Ruby 年収 ～ 1000万円,700 万円 〜 1000 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/4725,https://ivry.jp/
株式会社IVRy,AIエンジニア案件｜Python 年収 ～ 1200万円,600 万円 〜 1200 万円,東京都 港区三田三丁目5-19 住友不動産東京三田ガーデンタワー29F,インターネット・通信,https://se-navi.jp/jobs/2864,https://ivry.jp/
株式会社ログラス,BizOps/SalesOps案件｜Salesforce 年収 500万円 ～,500 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/5444,https://www.loglass.jp/
ミイダス株式会社,システム運用チームリーダー候補案件｜Swift 年収 450万円 ～,450 万円 〜,リモートワーク or オフィスワークを選択可能 (9割以上がリモートワーク中),ソフトウェア・情報処理 人材・教育,https://se-navi.jp/jobs/6946,https://miidas.co.jp/
OCH株式会社,【 オペレーションエンジニア｜勤務地自由】フルリモート・スーパーフレックス・7時間勤務案件｜ 年収 400万円 ～,400 万円 〜,全国どこにお住まいの方でもご勤務可能です。,SIer ソフトウェア・情報処理,https://se-navi.jp/jobs/2083,https://www.och.co.jp/about-us
OCH株式会社,【インフラエンジニア チームリーダー｜勤務地自由】フルリモート・スーパーフレックス・7時間勤務案件｜Python 年収 500万円 ～,500 万円 〜,全国どこにお住まいの方でもご勤務可能です。,SIer ソフトウェア・情報処理,https://se-navi.jp/jobs/4963,https://www.och.co.jp/about-us
株式会社ログラス,BtoBプロダクトマーケター（リーダー候補）案件｜ 年収 500万円 ～,500 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/22,https://www.loglass.jp/
株式会社ログラス,CRE案件｜SQL 年収 600万円 ～,600 万円 〜,港区芝５丁目３３−１ 森永プラザビル 21階,ソフトウェア・情報処理,https://se-navi.jp/jobs/5851,https://www.loglass.jp/
株式会社ログラス,Salesforce Administrator / Salesforce アドミン案件｜Salesforce 年収 500万円 ～,500 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/10518,https://www.loglass.jp/
株式会社ログラス,SRE案件｜SQL 年収 600万円 ～,600 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/5195,https://www.loglass.jp/
株式会社ログラス,Webアプリケーションエンジニア案件｜Java 年収 450万円 ～,450 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/4718,https://www.loglass.jp/
株式会社ログラス,アプリケーション基盤案件｜ 年収 750万円 ～,750 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/5393,https://www.loglass.jp/
株式会社ログラス,エンジニアリングマネージャー案件｜Java 年収 850万円 ～,850 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/7651,https://www.loglass.jp/
株式会社ログラス,シニアQAエンジニア案件｜TypeScript 年収 700万円 ～,700 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/4459,https://www.loglass.jp/
株式会社ログラス,シニアWebアプリケーションエンジニア案件｜Java 年収 700万円 ～,700 万円 〜,港区芝５丁目３３−１ 森永プラザビル 21階,ソフトウェア・情報処理,https://se-navi.jp/jobs/34,https://www.loglass.jp/
株式会社ログラス,経営管理エキスパート（業務改善コンサルタント）案件｜ 年収 700万円 ～,700 万円 〜,東京都 港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/56927,https://www.loglass.jp/
株式会社ログラス,経営管理エキスパート（導入コンサルタント）案件｜ 年収 700万円 ～,700 万円 〜,東京都 港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/42009,https://www.loglass.jp/
株式会社ログラス,経営管理エキスパート（シニアクラス）案件｜ 年収 700万円 ～,700 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/7413,https://www.loglass.jp/
株式会社ログラス,プリセールス／メンバー案件｜ 年収 500万円 ～,500 万円 〜,港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/10292,https://www.loglass.jp/
株式会社ログラス,フロントエンドエンジニア案件｜Java 年収 700万円 ～,700 万円 〜,港区芝５丁目３３−１ 森永プラザビル 21階,ソフトウェア・情報処理,https://se-navi.jp/jobs/9917,https://www.loglass.jp/
株式会社ログラス,経営管理エキスパート（カスタマーサクセスマネージャー）案件｜ 年収 700万円 ～,700 万円 〜,東京都,ソフトウェア・情報処理,https://se-navi.jp/jobs/42783,https://www.loglass.jp/
株式会社ログラス,経営管理エキスパート案件｜ 年収 500万円 ～,500 万円 〜,東京都 港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/55172,https://www.loglass.jp/
株式会社ログラス,経営管理エキスパート（カスタマーサクセス）案件｜ 年収 600万円 ～,600 万円 〜,東京都 港区三田3丁目11-24 国際興業三田第2ビル 9階,ソフトウェア・情報処理,https://se-navi.jp/jobs/78572,https://www.loglass.jp/
ユニファイド・サービス株式会社,★自社勤務/在宅可【SE】新電力プライム案件/フレックス/年休125 日案件｜ 年収 600万円 ～,600 万円 〜,港区新橋5丁目1-9 銀泉新橋第2ビル 8F,ソフトウェア・情報処理 エネルギー・電気・ガス・水道,https://se-navi.jp/jobs/802,https://unisrv.jp/home
ユニファイド・サービス株式会社,★自社勤務/在宅可【PM/PL】新電力プライム案件/フレックス/年休125 日案件｜ 年収 700万円 ～,700 万円 〜,港区新橋5丁目1-9 銀泉新橋第2ビル 8F,ソフトウェア・情報処理 エネルギー・電気・ガス・水道,https://se-navi.jp/jobs/1042,https://unisrv.jp/home
ユニファイド・サービス株式会社,【SE/大手電力会社向け案件】自社開発/SaaS/社会問題に貢献/在宅可案件｜ 年収 550万円 ～,550 万円 〜,,ソフトウェア・情報処理 エネルギー・電気・ガス・水道,https://se-navi.jp/jobs/4551,https://unisrv.jp/home
ユニファイド・サービス株式会社,【SE/経産省・資産エネルギー庁プライム案件】PL へのキャリアパス歓迎/在宅可案件｜ 年収 550万円 ～,550 万円 〜,港区新橋5丁目1-9 銀泉新橋第2ビル 8F,ソフトウェア・情報処理 エネルギー・電気・ガス・水道,https://se-navi.jp/jobs/1043,https://unisrv.jp/home
ユニファイド・サービス株式会社,【SE/大手電力会社プライム案件】SaaS/PL へのキャリアパス歓迎/在宅可案件｜ 年収 550万円 ～,550 万円 〜,港区新橋5丁目1-9 銀泉新橋第2ビル 8F,ソフトウェア・情報処理 エネルギー・電気・ガス・水道,https://se-navi.jp/jobs/819,https://unisrv.jp/home
